#上海国际车展##东南汽车#车模@张小洁Maggie感觉就像邻家女孩@中国美腿@车模来了点击大图	“车模”不是一个命名实体
@手机用户2816203075@苏琅小名苏正直@小Ci奔二鸟@艾艾艾米丽XM@手机用户2759699881@单调暖色@Whisper回忆@--饭饭之辈--@广西南宁市友爱医院肝病治疗中心@何何和婧婧在一起	“苏琅”是一个人名实体
@手机用户2816203075@苏琅小名苏正直@小Ci奔二鸟@艾艾艾米丽XM@手机用户2759699881@单调暖色@Whisper回忆@--饭饭之辈--@广西南宁市友爱医院肝病治疗中心@何何和婧婧在一起	“广西”是一个组织实体
@手机用户2816203075@苏琅小名苏正直@小Ci奔二鸟@艾艾艾米丽XM@手机用户2759699881@单调暖色@Whisper回忆@--饭饭之辈--@广西南宁市友爱医院肝病治疗中心@何何和婧婧在一起	“南宁市友爱医院肝病治疗中心”是一个地缘政治实体名实体
@手机用户2816203075@苏琅小名苏正直@小Ci奔二鸟@艾艾艾米丽XM@手机用户2759699881@单调暖色@Whisper回忆@--饭饭之辈--@广西南宁市友爱医院肝病治疗中心@何何和婧婧在一起	“@”不是一个命名实体
@手机用户2816203075@苏琅小名苏正直@小Ci奔二鸟@艾艾艾米丽XM@手机用户2759699881@单调暖色@Whisper回忆@--饭饭之辈--@广西南宁市友爱医院肝病治疗中心@何何和婧婧在一起	“中心”不是一个命名实体
@手机用户2816203075@苏琅小名苏正直@小Ci奔二鸟@艾艾艾米丽XM@手机用户2759699881@单调暖色@Whisper回忆@--饭饭之辈--@广西南宁市友爱医院肝病治疗中心@何何和婧婧在一起	“一起”不是一个命名实体
哈晓得车牌阿，我也要尝尝鲜~~~~//回复@合肥微吧:【好期待啊！！】芜湖公交车有免费WIFI啦…http://t.cn/zH3oZb2	“合肥”是一个地缘政治实体名实体
哈晓得车牌阿，我也要尝尝鲜~~~~//回复@合肥微吧:【好期待啊！！】芜湖公交车有免费WIFI啦…http://t.cn/zH3oZb2	“芜湖”是一个地缘政治实体名实体
哈晓得车牌阿，我也要尝尝鲜~~~~//回复@合肥微吧:【好期待啊！！】芜湖公交车有免费WIFI啦…http://t.cn/zH3oZb2	“啊”不是一个命名实体
哈晓得车牌阿，我也要尝尝鲜~~~~//回复@合肥微吧:【好期待啊！！】芜湖公交车有免费WIFI啦…http://t.cn/zH3oZb2	“公交车”不是一个命名实体
【恋爱中你最易生什么病】你去游乐场玩，哪一样设施你有把握玩最多次？【A】海盗船；【B】云霄飞车；【C】旋风咖啡杯；【D】垂直落体类(蹦极)。（解析如图）。	“云霄”不是一个命名实体
回复@微笑勇敢面对明天:谢谢，拜拜[握手]//@微笑勇敢面对明天:回复@花拉拉blog:好的，拜拜~路上小心~~	“:”不是一个命名实体
新浪微博客户端全新升级信息流图片加载速度提升；发布器支持多张图片一键分享；新增、浪小花表情。观看视频，了解更多下载地址：	“图片”不是一个命名实体
//@精彩电影:用多少天用多少年的跌跌撞撞才找到终点，用多少伤痛的心爱才不离开身边……	“多少”不是一个命名实体
？？？？？偷笑偷笑偷笑偷笑月亮月亮月亮	“偷”不是一个命名实体
//@lenovo手机官网商城:#考试月来了#心心念念的寒假春节就在眼前，然后考试月却硬生生横在眼前！面对考试月，同学们将要开启怎样的模式？学霸、学渣们快来奔放一下吧~[din推撞]	“din”不是一个命名实体
什么时候都饿的人咱俩幸亏昨晚没去。。。。要不连家都回不去。。。。。汗汗汗	“回”不是一个命名实体
建立人脉要点、学会换位思考；、学会适应环境；、学会大方；、学会低调；、嘴要甜；、有礼貌；、言多必失；、学会感恩；、遵守时间；、信守诺言；、学会忍耐；、有一颗平常心；、学会赞扬别人；、待上以敬，待下以宽；、经常检讨自己。	“待”不是一个命名实体
俩个富二代。。。什么时候都饿的人陈雨奇葩的世界	“陈雨”是一个人名实体
俩个富二代。。。什么时候都饿的人陈雨奇葩的世界	“的”不是一个命名实体
通过微盘下载了微盘考试资料分享的大学英语六级考前最后二十天冲刺，推荐给大家	“微盘”是一个组织实体
通过微盘下载了微盘考试资料分享的大学英语六级考前最后二十天冲刺，推荐给大家	“微盘”是一个组织实体
通过微盘下载了微盘考试资料分享的大学英语六级考前最后二十天冲刺，推荐给大家	“大学英语六级考”是一个组织实体
通过微盘下载了微盘考试资料分享的大学英语六级考前最后二十天冲刺，推荐给大家	“考试”不是一个命名实体
通过微盘下载了微盘考试资料分享的大学英语六级考前最后二十天冲刺，推荐给大家	“分享”不是一个命名实体
通过微盘下载了微盘考试资料分享的大学英语六级考前最后二十天冲刺，推荐给大家	“英语”不是一个命名实体
慕仪九：一本书一句话一段情节操碎一地的辩论赛啊哈哈	“慕仪九”是一个人名实体
慕仪九：一本书一句话一段情节操碎一地的辩论赛啊哈哈	“碎”不是一个命名实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“任志强”是一个人名实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“徐小平”是一个人名实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“声音法治周刊”是一个组织实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“河北”是一个地缘政治实体名实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“官”不是一个命名实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“//”不是一个命名实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“声音”不是一个命名实体
扩散[话筒]//@任志强:换官之后能解决吗？//@徐小平://@声音法治周刊:要转到多少，河北方面才会回应？	“周刊”不是一个命名实体
雪瑞儿君笑哈哈余哈哈哈，最近被窝君对我纠缠不清让我难舍难分	“雪瑞”是一个人名实体
雪瑞儿君笑哈哈余哈哈哈，最近被窝君对我纠缠不清让我难舍难分	“被”不是一个命名实体
题材很有现实意义，剧情摆脱了漫画风格，结局过于温馨以至于显得不那么深刻。弗里曼高龄啊从肖生克到现在	“弗里曼”是一个人名实体
题材很有现实意义，剧情摆脱了漫画风格，结局过于温馨以至于显得不那么深刻。弗里曼高龄啊从肖生克到现在	“肖生克”是一个人名实体
题材很有现实意义，剧情摆脱了漫画风格，结局过于温馨以至于显得不那么深刻。弗里曼高龄啊从肖生克到现在	“有”不是一个命名实体
题材很有现实意义，剧情摆脱了漫画风格，结局过于温馨以至于显得不那么深刻。弗里曼高龄啊从肖生克到现在	“从”不是一个命名实体
陈雨奇葩的世界什么时候都饿的人两位高富帅玩完又来簋街吃饭。。。。。四个人吃完的残局。。。困死了。回家睡觉。。	“陈雨”是一个人名实体
陈雨奇葩的世界什么时候都饿的人两位高富帅玩完又来簋街吃饭。。。。。四个人吃完的残局。。。困死了。回家睡觉。。	“簋”是一个地名实体
陈雨奇葩的世界什么时候都饿的人两位高富帅玩完又来簋街吃饭。。。。。四个人吃完的残局。。。困死了。回家睡觉。。	“又”不是一个命名实体
陈雨奇葩的世界什么时候都饿的人两位高富帅玩完又来簋街吃饭。。。。。四个人吃完的残局。。。困死了。回家睡觉。。	“完”不是一个命名实体
请仔细看图，5秒后你才能发现笑点！	“5”不是一个命名实体
于丹经典语录：你是我的单项选择，其他的都是错误答案	“于丹”是一个人名实体
于丹经典语录：你是我的单项选择，其他的都是错误答案	“错误”不是一个命名实体
//@英语情诗表白:【女生月经期竟然可以变美】@美容美妆汇	“@”不是一个命名实体
小圆子蓓蓓飛飛飛飛飛飛菲圆咕隆咚赵小姐同策何萍王麦宝心存善焉支持我支持雅漾，请到正大雅漾专柜体验雅雅带给您的从健康到美丽心	“策何萍”不是一个命名实体
有个很有意思的细节[心]让心去流浪吧...	“去”不是一个命名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“王人平”是一个人名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“张婕儿童美术”是一个人名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“北京创艺宝贝早教”是一个组织实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“儿童感觉美术馆”是一个组织实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“王人平”是一个人名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“//”不是一个命名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“美术”不是一个命名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“:”不是一个命名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“宝贝”不是一个命名实体
[赞]//@王人平://@张婕儿童美术:好主意！爱在阅读@北京创艺宝贝早教@儿童感觉美术馆touch@王人平	“@”不是一个命名实体
我刚更新了微博客户端冬季版信息流全面支持赞；新增精彩密友功能，支持发布密友微博、查看密友圈、添加密友；优化发布器，支持显示当前帐号昵称；支持手势返回前页。下载地址：	“微博”是一个组织实体
我刚更新了微博客户端冬季版信息流全面支持赞；新增精彩密友功能，支持发布密友微博、查看密友圈、添加密友；优化发布器，支持显示当前帐号昵称；支持手势返回前页。下载地址：	“支持”不是一个命名实体
我亦领教过。从化资讯网注意	“从化资讯网”是一个组织实体
我亦领教过。从化资讯网注意	“亦”不是一个命名实体
啊哈，终于组合成满意的阵容啦！你在@逆转三国里面的阵容是怎么样的？	“阵容”不是一个命名实体
对。。。。以后出去吃饭不玩手机了。	“以后”不是一个命名实体
裸婚时代刘易阳说：细节打败爱情原来是真的，今天我的爱情也被现实生活所打败，而且伤得很彻底思考	“刘易阳”是一个人名实体
裸婚时代刘易阳说：细节打败爱情原来是真的，今天我的爱情也被现实生活所打败，而且伤得很彻底思考	“原来”不是一个命名实体
海飞丝实力宝贝最美最有激情的实力宝贝，果断给她投票希望在中国赛上可以见到她的身影你们都支持哪位宝贝？	“中国”是一个地缘政治实体名实体
海飞丝实力宝贝最美最有激情的实力宝贝，果断给她投票希望在中国赛上可以见到她的身影你们都支持哪位宝贝？	“宝贝”不是一个命名实体
有梦才有未来王晶老师：年轻的生命总是那样执着的光彩绽放湘潭大学生联盟校傲江湖网刘掌门	“王晶”是一个人名实体
